uid,max_distance_from_home,maximum_distance,max_tot,wait,distance_straight_line,sld_avg,radius_of_gyration,norm_uncorrelated_entropy,number_of_visits,nv_avg,number_of_locations,nlr,raw_home_freq,raw_work_freq,raw_least_freq,home_freq_avg,work_freq_avg,hf_tot_df,wf_tot_df,n_user_home,n_user_work,n_user_home_avg,n_user_work_avg,home_entropy,work_entropy,class
366151,7.7291938116937855,7.7291938116937855,0.2351779272320724,0.0,263.17404793607164,8.772468264535721,2.4990816319369724,0.40766538050509793,94,3.1333333333333333,9,0.003971756398940865,68,19,1,0.06666666666666667,0.6333333333333333,0.0016051364365971107,0.01107011070110701,50,155,0.022078372442492198,0.020460062420529418,4.157165289696303,6.194650019684845,5
366156,5.271041060788433,5.271041060788433,0.16038315783411738,0.0,10.542082121576867,0.35140273738589556,2.4847925884098303,0.9182958340544894,3,0.1,2,0.00088261253309797,2,1,1,1.6666666666666667,0.03333333333333333,0.0016051364365971107,0.007380073800738007,56,309,0.022078372442492198,0.020460062420529418,4.482721580434883,6.818352026440285,3
366159,7.071950346022862,7.889047330698022,0.24004182638844906,0.0,64.39786702224421,2.1465955674081405,2.848552599345914,0.8211527662161012,15,0.5,8,0.00353045013239188,7,2,1,0.06666666666666667,0.06666666666666667,0.0016051364365971107,0.05166051660516605,9,402,0.022078372442492198,0.020460062420529418,1.9802810018354577,7.064207181473993,5
366205,6.6129837575657895,6.6129837575657895,0.20121475160458802,0.0,66.6158471256563,2.2205282375218767,2.1957809499558114,0.6732141454497015,27,0.9,10,0.00441306266548985,16,2,1,1.2,0.06666666666666667,0.02247191011235955,0.007380073800738007,19,108,0.022078372442492198,0.020460062420529418,3.6004084355081165,5.495199015958753,5
366276,4.798135972819406,5.613488865735739,0.17080289460289064,0.0,94.01074674180406,3.133691558060135,1.6810966032529973,0.5922261847685034,52,1.7333333333333334,13,0.005736981465136805,33,4,1,0.06666666666666667,0.13333333333333333,0.0016051364365971107,0.0036900369003690036,78,104,0.022078372442492198,0.020460062420529418,4.97209861244822,5.448784211379391,5
366310,2.420556216244713,2.420556216244713,0.07365081113943382,0.0,2.420556216244713,0.08068520720815711,1.2102781135823955,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.06666666666666667,0.03333333333333333,0.024077046548956663,0.0036900369003690036,1908,57,0.022078372442492198,0.020460062420529418,10.351985799085762,5.162729469878201,1
366515,7.848029696831756,4.347180180068608,0.1322726339849461,0.0,11.632016034888046,0.38773386782960156,2.9342626059590833,0.9609640474436812,5,0.16666666666666666,4,0.00176522506619594,2,1,1,0.13333333333333333,0.03333333333333333,0.0016051364365971107,0.0036900369003690036,321,180,0.022078372442492198,0.020460062420529418,7.748693999170406,6.43044829897744,5
366541,5.573359884754473,5.573359884754473,0.1695818810277321,0.0,7.553661782961895,0.2517887260987298,2.088333139913895,0.9591479170272448,6,0.2,4,0.00176522506619594,2,2,1,0.06666666666666667,0.06666666666666667,0.004815409309791332,0.01107011070110701,144,215,0.0032366200439255576,0.020460062420529418,6.141765662559495,6.657082515252966,5
366556,6.126331332581439,6.126331332581439,0.1864072682656238,0.0,18.19489279097758,0.6064964263659193,1.3567525015457889,0.5384063203209711,20,0.6666666666666666,6,0.00264783759929391,15,1,1,0.03333333333333333,0.03333333333333333,0.0449438202247191,0.0036900369003690036,40,16,0.0032366200439255576,0.020460062420529418,4.0335793236132576,2.543593322242438,5
366582,1.7088506559756609,1.7088506559756609,0.05199558518166512,0.0,1.7088506559756609,0.05696168853252203,0.8544253281127816,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.06666666666666667,0.03333333333333333,0.07062600321027288,0.0036900369003690036,75,20,0.003698994335914923,0.020460062420529418,5.428558023713829,2.3506814215587286,4
366604,5.45648449033971,5.45648449033971,0.1660256869831075,0.0,11.706053844547537,0.39020179481825124,0.6498482022600292,0.13612163401119692,70,2.3333333333333335,3,0.001323918799646955,68,1,1,0.4666666666666667,0.03333333333333333,0.056179775280898875,0.007380073800738007,6,1908,0.003698994335914923,0.020460062420529418,1.7842907551889986,10.351985799085762,5
366607,4.268411808243819,4.268411808243819,0.12987593093046032,0.0,7.11884505478878,0.237294835159626,1.7332519200859493,0.7896900821428475,6,0.2,3,0.001323918799646955,4,1,1,0.06666666666666667,0.03333333333333333,0.009630818619582664,0.049217002237136466,3,305,0.003698994335914923,0.020460062420529418,0.9123163027543336,7.484909577655798,5
366697,3.0873927540434627,3.260228640996756,0.09919971380873295,0.0,9.216998965742768,0.30723329885809225,1.6093484494535115,1.0000000000000002,5,0.16666666666666666,5,0.002206531332744925,1,1,1,2.9,0.03333333333333333,0.0016051364365971107,0.0044742729306487695,321,17,0.003698994335914923,0.020460062420529418,7.748693999170406,3.039469039649197,5
366711,8.92018645168331,8.92018645168331,0.27141652950358275,0.0,92.93159754406848,3.097719918135616,2.6267697962784986,0.5242605978113661,48,1.6,10,0.00441306266548985,34,3,1,0.6333333333333333,0.1,0.004815409309791332,0.0022371364653243847,15,59,0.008091550109813894,0.020460062420529418,2.659117485288613,4.544678974142562,5
366752,7.168600074215556,6.811538639319731,0.20725622587348957,0.0,103.54826185915759,3.4516087286385866,2.7255181721473862,0.7316149860652158,45,1.5,18,0.00794351279788173,21,5,1,0.1,0.16666666666666666,0.10754414125200643,0.008948545861297539,9,2,0.008091550109813894,0.020460062420529418,2.1251663853945106,0.8631205685666311,5
366858,9.355029051569433,11.65361856023476,0.3545872861413762,0.0,42.03693126720445,1.4012310422401484,5.085794653246858,0.9165164431996026,7,0.23333333333333334,5,0.002206531332744925,3,1,1,0.16666666666666666,0.03333333333333333,0.004815409309791332,0.05145413870246085,211,116,0.008091550109813894,0.020460062420529418,7.0225927822387675,5.498460597958416,3
367005,5.676221166711279,5.676221166711279,0.17271166450481823,0.0,116.46394079682631,3.88213135989421,2.110433494929961,0.5990106299245895,51,1.7,11,0.0048543689320388345,32,5,1,0.13333333333333333,0.16666666666666666,0.0032102728731942215,0.017897091722595078,44,41,0.0002311871459946827,0.020460062420529418,3.952324541735964,3.752430186521237,5
367108,0.5028030814186193,0.5028030814186193,0.015298903013018995,0.0,0.5028030814186193,0.016760102713953975,0.2514015407612496,1.0,4,0.13333333333333333,2,0.00088261253309797,2,2,2,0.06666666666666667,0.06666666666666667,0.006420545746388443,0.022727272727272728,159,289,0.0032366200439255576,0.020460062420529418,5.981061070466843,7.038081397494587,1
367565,1.8830443720555625,1.8830443720555625,0.05729581675595216,0.0,3.766088744111125,0.12553629147037085,0.5649133117719408,0.46899559358928117,10,0.3333333333333333,2,0.00088261253309797,9,1,1,0.26666666666666666,0.03333333333333333,0.0032102728731942215,0.13636363636363635,31,215,0.0032366200439255576,0.020460062420529418,4.5777520529815,6.657082515252966,3
367570,7.549521570970327,7.975845538507325,0.24268285507751708,0.0,44.96701721985507,1.498900573995169,3.325608892154741,0.9795739585136225,12,0.4,4,0.00176522506619594,4,3,2,0.03333333333333333,0.1,0.0032102728731942215,1.0,17,30,0.0032366200439255576,0.020460062420529418,3.039469039649197,4.193516804747652,5
367627,3.806905893694852,3.373129872558444,0.10263498510189871,0.0,8.913618632468701,0.29712062108229004,1.4346245257786467,0.967132018086354,8,0.26666666666666666,6,0.00264783759929391,2,2,1,0.06666666666666667,0.06666666666666667,0.0016051364365971107,0.005917159763313609,305,180,0.0032366200439255576,0.004392555773898971,7.484909577655798,6.43044829897744,5
367884,0.6841995685422616,0.6841995685422616,0.020818294929983855,0.0,1.3071443466665846,0.04357147822221949,0.3805559850277845,1.0,3,0.1,3,0.001323918799646955,1,1,1,0.2,0.03333333333333333,0.030497592295345103,0.09467455621301775,16,339,0.0032366200439255576,0.004392555773898971,2.543593322242438,6.934378976513083,4
367998,7.673851878368076,7.673851878368076,0.23349402571716088,0.0,16.204404503908044,0.5401468167969348,1.8123105893028812,0.4039252872349831,17,0.5666666666666667,3,0.001323918799646955,15,1,1,0.4,0.03333333333333333,0.08186195826645265,0.005917159763313609,45,114,0.019304126690556006,0.004508149346896312,4.27613291574475,6.162693648740035,5
368110,8.012453843390848,9.991837588783339,0.30402390089046333,0.0,205.2968063740818,6.8432268791360595,3.780596367163095,0.7429933404079725,44,1.4666666666666666,10,0.00441306266548985,16,13,1,0.03333333333333333,0.43333333333333335,0.0016051364365971107,0.011834319526627219,36,6,0.019304126690556006,0.004508149346896312,4.1748060932181845,2.013941202634714,5
368478,3.919268831606992,2.451222828925992,0.07458391109543447,0.0,45.43929345067083,1.5146431150223612,1.3111936877270849,0.8209965083159041,45,1.5,7,0.003089143865842895,15,14,1,0.06666666666666667,0.4666666666666667,0.011235955056179775,0.023668639053254437,116,10,0.019304126690556006,0.01028782799676338,5.466072182311141,2.4327559386698003,5
368838,7.407278809575176,7.407278809575176,0.22538294669624698,0.0,259.54635325060576,8.651545108353526,3.0249892843727455,0.659714295489961,52,1.7333333333333334,8,0.00353045013239188,23,19,1,0.7666666666666667,0.6333333333333333,0.06902086677367576,0.011834319526627219,59,66,0.019304126690556006,0.01028782799676338,4.427608537083035,4.753666982617984,5
368856,12.088680777291968,12.088680777291968,0.36782502256217925,0.0,96.18575209548811,3.20619173651627,2.7589974319099864,0.6002578120355838,38,1.2666666666666666,10,0.00441306266548985,24,5,1,0.03333333333333333,0.16666666666666666,0.0032102728731942215,0.029585798816568046,44,542,0.019304126690556006,0.01028782799676338,3.991955916721086,7.9109739649211,5
369211,21.905095435576623,21.905095435576623,0.666511290293381,0.0,98.76874637988342,3.292291545996114,6.266412612861428,0.4109987543291516,25,0.8333333333333334,5,0.002206531332744925,21,1,1,0.13333333333333333,0.03333333333333333,0.04654895666131621,0.005917159763313609,112,16,0.019304126690556006,0.01028782799676338,5.658690606405015,3.0847361356660095,5
369376,18.506919831727654,18.506919831727654,0.5631142330641142,0.0,55.52075949518296,1.8506919831727653,7.6940615596048865,0.7642045065086203,9,0.3,2,0.00088261253309797,7,2,2,1.4,0.06666666666666667,0.02086677367576244,0.011834319526627219,18,237,0.019304126690556006,0.01028782799676338,3.2314703800205664,6.476611783302035,5
369676,7.227101721181712,7.227101721181712,0.21990065770008077,0.0,11.179221583087992,0.3726407194362664,3.026120642056564,1.0,3,0.1,3,0.001323918799646955,1,1,1,0.4,0.03333333333333333,0.012841091492776886,0.011834319526627219,226,33,0.019304126690556006,0.01028782799676338,6.592345490431055,3.8494850345646094,4
369686,20.933885255232397,21.65514612958522,0.6589060262608994,0.0,38.00992524671618,1.2669975082238727,9.833948156644386,1.0,4,0.13333333333333333,4,0.00176522506619594,1,1,1,1.4,0.03333333333333333,0.06217616580310881,0.20588235294117646,43,6,0.019304126690556006,0.01028782799676338,4.949075778439519,1.5390744139305776,5
369708,1.4653615847056647,1.4653615847056647,0.0445868881713373,0.0,4.6066031993301735,0.15355343997767246,0.4012515908779324,0.4039252872349832,17,0.5666666666666667,3,0.001323918799646955,15,1,1,0.06666666666666667,0.03333333333333333,0.046632124352331605,0.058823529411764705,34,313,0.019304126690556006,0.01028782799676338,4.096276417103575,7.588965346829547,4
369950,10.465869587613398,12.394362751935656,0.3771260771016766,0.0,49.24214011100576,1.6414046703668588,4.718393321886884,0.9683925140412224,9,0.3,6,0.00264783759929391,2,2,1,1.1666666666666667,0.06666666666666667,0.025906735751295335,0.10294117647058823,92,339,0.019304126690556006,0.01028782799676338,5.2398766916275745,6.934378976513083,5
370071,1.0111520286899087,1.0111520286899087,0.03076655133993668,0.0,1.0111520286899087,0.03370506762299696,0.5055760147937757,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,1.3666666666666667,0.03333333333333333,0.12694300518134716,0.010638297872340425,12,14,0.019304126690556006,0.01028782799676338,2.4468807007766955,3.082987879486851,5
370256,23.764319488691356,23.764319488691356,0.7230823208205241,0.0,470.1085972342201,15.670286574474003,5.774174485844968,0.4895293725548642,76,2.533333333333333,8,0.00353045013239188,45,25,1,1.6,0.8333333333333334,0.10103626943005181,0.010638297872340425,50,3,0.019304126690556006,0.01028782799676338,4.411399853027604,0.6906950555920003,5
370304,2.423070896320075,2.902677934574264,0.08832043764288174,0.0,70.99925218412653,2.3666417394708845,1.1836859931422707,0.8335711655017615,49,1.6333333333333333,4,0.00176522506619594,22,18,3,0.7,0.6,0.0051813471502590676,0.020833333333333332,33,52,0.019304126690556006,0.01028782799676338,3.8026846482241914,4.138082449825574,4
370588,6.695779801812915,6.695779801812915,0.203734005558292,0.0,6.695779801812915,0.22319266006043048,3.3478900358566546,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.06666666666666667,0.03333333333333333,0.12176165803108809,0.041666666666666664,1536,1908,0.019304126690556006,0.01028782799676338,9.979213062825618,10.351985799085762,1
370833,5.605310202141101,5.605310202141101,0.17055404055697382,0.0,91.36445933273383,3.0454819777577944,2.517703543085243,0.7796100245190373,25,0.8333333333333334,8,0.00353045013239188,10,7,1,0.06666666666666667,0.23333333333333334,0.07772020725388601,0.04861111111111111,21,42,0.019304126690556006,0.01028782799676338,3.2984203049204197,3.8713000785217746,5
370875,15.706693081095288,17.120711929972327,0.5209357718959763,0.0,737.7579393892802,24.591931312976005,5.533106595855209,0.659514288349971,127,4.233333333333333,27,0.011915269196822596,49,32,1,0.4666666666666667,1.0666666666666667,0.0051813471502590676,0.2569444444444444,70,45,0.019304126690556006,0.01028782799676338,4.691825050709338,4.1608125564090255,5
370879,5.701093636624147,7.1523641510722875,0.21762660076051954,0.0,59.49565345926404,1.9831884486421347,1.7937827496831884,0.7501084957864604,30,1.0,11,0.0048543689320388345,15,3,1,0.06666666666666667,0.1,0.07512953367875648,0.020833333333333332,4,37,0.019304126690556006,0.01028782799676338,1.3397218324096134,4.1468919939350934,5
370883,12.66200699356904,12.66200699356904,0.3852697489407381,0.0,197.0165367352839,6.56721789117613,1.7348526285117136,0.5346955830683656,135,4.5,13,0.005736981465136805,62,48,1,0.36666666666666664,1.6,0.023316062176165803,0.125,8,12,0.019304126690556006,0.01028782799676338,0.8833378413898971,2.8186654131585667,5
370914,12.33723552145343,10.602879554560666,0.32261621290441594,0.0,172.90394849306549,5.763464949768849,4.521865344911304,0.8983359295758311,40,1.3333333333333333,26,0.01147396293027361,10,3,1,0.13333333333333333,0.1,0.0015048908954100827,0.09722222222222222,98,167,0.019304126690556006,0.0008091550109813894,5.374030550196912,5.9048539522577865,5
371031,18.95280056886345,19.051305557228368,0.5796783805880498,0.0,328.7014711573534,10.956715705245113,4.1622211190324085,0.7358255658501412,112,3.7333333333333334,20,0.0088261253309797,41,13,1,0.06666666666666667,0.43333333333333335,0.0015048908954100827,0.03571428571428571,10,24,0.019304126690556006,0.007629175817824529,2.2440327578915618,3.546774395154792,5
371038,21.31938973907433,21.31938973907433,0.6486898906717249,0.0,71.61912887359978,2.387304295786659,3.6448189702011913,0.7618239216007812,33,1.1,7,0.003089143865842895,15,9,1,0.03333333333333333,0.3,0.0015048908954100827,0.11904761904761904,227,198,0.019304126690556006,0.007629175817824529,6.35182594582748,6.087519000821388,5
371061,10.734249035776248,11.696640750331818,0.35589633204428817,0.0,131.29108389543254,4.376369463181084,4.507559862015809,0.7998790871593296,32,1.0666666666666667,12,0.00529567519858782,12,5,1,0.06666666666666667,0.16666666666666666,0.0007524454477050414,0.023809523809523808,210,226,0.019304126690556006,0.007629175817824529,6.20135177224775,6.592345490431055,5
371674,6.695779801812915,6.695779801812915,0.203734005558292,0.0,6.695779801812915,0.22319266006043048,3.1564209818882376,0.9182958340544894,3,0.1,2,0.00088261253309797,2,1,1,0.03333333333333333,0.03333333333333333,0.002257336343115124,0.0028846153846153848,1908,1536,0.019304126690556006,0.00774476939082187,10.351985799085762,9.979213062825618,1
371820,3.3352154514221133,3.449027574437803,0.10494434163306246,0.0,24.00838167293328,0.800279389097776,0.8634384269911645,0.8770436681876028,27,0.9,13,0.005736981465136805,8,4,1,1.9,0.13333333333333333,0.003762227238525207,0.0028846153846153848,161,11,0.019304126690556006,0.00774476939082187,6.687064862598983,3.2639334294856335,5
371841,0.24458191474329544,0.24458191474329544,0.007441949205718597,0.0,0.24458191474329544,0.008152730491443182,0.12229095737834562,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.9,0.03333333333333333,0.019563581640331076,0.0028846153846153848,191,201,0.019304126690556006,0.00774476939082187,5.858929018730997,5.997532920176916,1
372046,4.124064200300086,4.124064200300086,0.12548383363491122,0.0,4.124064200300086,0.13746880667666952,2.062032128878931,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.9333333333333333,0.03333333333333333,0.022573363431151242,0.04038461538461539,334,402,0.019304126690556006,0.00774476939082187,8.22155977691404,7.064207181473993,1
372051,19.6094962319361,19.6094962319361,0.5966625744220079,0.0,19.6094962319361,0.6536498743978699,9.804751536303018,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.13333333333333333,0.03333333333333333,0.02633559066967645,0.027884615384615386,71,44,0.019304126690556006,0.004161368627904289,5.156747722477517,3.952324541735964,5
372070,4.361117631924752,4.361117631924752,0.1326967119830247,0.0,4.361117631924752,0.14537058773082506,2.1805588516610097,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.06666666666666667,0.03333333333333333,0.009781790820165538,0.0125,177,200,0.019304126690556006,0.004161368627904289,6.105824830119635,6.647523072654712,1
372218,1.739952493232728,2.314692845755765,0.07042968243598165,0.0,9.187676560607482,0.3062558853535827,0.7923548558532867,0.8096568334164151,9,0.3,5,0.002206531332744925,5,1,1,0.13333333333333333,0.03333333333333333,0.01580135440180587,0.028846153846153848,6,36,0.019304126690556006,0.004161368627904289,1.952423939381427,4.033543728924886,5
372239,2.7948499197403622,2.7948499197403622,0.08503953026185321,0.0,2.7948499197403622,0.09316166399134541,1.317504890057846,0.9182958340544894,3,0.1,2,0.00088261253309797,2,1,1,0.43333333333333335,0.03333333333333333,0.012791572610985704,0.03076923076923077,16,81,0.019304126690556006,0.004161368627904289,3.1230304837452008,4.755417531839097,4
372309,5.861559997676467,5.861559997676467,0.17835101100898573,0.0,46.94851613645083,1.5649505378816941,2.639827022518048,0.6435701164459392,21,0.7,6,0.00264783759929391,14,2,1,0.5,0.06666666666666667,0.035364936042136946,0.0028846153846153848,1908,334,0.019304126690556006,0.00034678071899202405,10.351985799085762,8.22155977691404,5
372369,7.895539151223917,8.544928123023091,0.259998459513235,0.0,109.88101596467605,3.6627005321558683,1.740677794396085,0.6080969486564971,84,2.8,11,0.0048543689320388345,39,28,1,0.06666666666666667,0.9333333333333333,0.02633559066967645,0.01826923076923077,170,45,0.019304126690556006,0.0009247485839787308,6.0314666166122075,4.5505798511956685,5
372372,0.49531118812591035,0.49531118812591035,0.015070945482317995,0.0,0.49531118812591035,0.016510372937530344,0.24765559406804885,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.03333333333333333,0.03333333333333333,0.019563581640331076,0.0009615384615384616,59,16,0.019304126690556006,0.0013871228759680962,5.135492455524911,2.6692970594872483,4
372381,11.497623381293074,13.029794746784988,0.396460510043378,0.0,365.2215548110962,12.174051827036541,5.032827768253277,0.830255094050678,56,1.8666666666666667,26,0.01147396293027361,18,5,1,0.8333333333333334,0.16666666666666666,0.025583145221971408,0.023076923076923078,67,32,0.019304126690556006,0.004045775054906947,4.341225835423854,2.9920053817245877,5
372470,7.7316634920307745,7.7316634920307745,0.23525307275393784,0.0,644.4964814603875,21.483216048679584,3.6889488175687415,0.5614767847563001,114,3.8,7,0.003089143865842895,60,42,1,0.23333333333333334,1.4,0.03160270880361174,0.009615384615384616,45,177,0.019304126690556006,0.004045775054906947,3.953142132273146,6.105824830119635,5
372501,14.995908200217569,14.995908200217569,0.4562838885155033,0.0,174.49302355504227,5.816434118501409,5.860973575317266,0.7322618875641062,36,1.2,13,0.005736981465136805,18,3,1,0.9,0.1,0.01730624529721595,0.041346153846153845,89,152,0.019304126690556006,0.004045775054906947,5.02773022821167,6.371165614374989,5
372506,3.3338678579910574,3.3338678579910574,0.10144035090978624,0.0,3.7391908653479926,0.12463969551159976,1.5722106749685043,0.9463946303571862,4,0.13333333333333333,3,0.001323918799646955,2,1,1,1.0666666666666667,0.03333333333333333,0.01730624529721595,0.004807692307692308,1908,112,0.019304126690556006,0.004045775054906947,10.351985799085762,5.744062799707165,3
372517,6.975349589329442,6.975349589329442,0.21224053867761605,0.0,42.88379956427978,1.4294599854759926,2.738971877988061,0.9101223762275824,16,0.5333333333333333,7,0.003089143865842895,5,3,1,0.1,0.1,0.01730624529721595,0.051923076923076926,191,89,0.019304126690556006,0.004045775054906947,6.577656378629761,5.09627774967692,5
372911,4.718438142329325,4.718438142329325,0.1435689839226047,0.0,9.368213900631005,0.31227379668770017,2.2818173347495216,0.9463946303571862,4,0.13333333333333333,3,0.001323918799646955,2,1,1,2.9,0.03333333333333333,0.002257336343115124,0.0028846153846153848,34,67,0.019304126690556006,0.005086117211883019,3.129336067843586,4.998436879506099,4
373359,21.022408702132186,21.022408702132186,0.639653581530451,0.0,842.0266688734916,28.067555629116388,10.28001667345621,0.5977012783201653,52,1.7333333333333334,6,0.00264783759929391,24,23,1,0.3,0.7666666666666667,0.0015048908954100827,0.004807692307692308,21,56,0.019304126690556006,0.005086117211883019,3.2984203049204197,4.49560176265414,5
373531,4.025464629528667,4.9644934571001444,0.1510557646040113,0.0,80.91423895341136,2.697141298447045,0.6304886631562853,0.551306092299398,127,4.233333333333333,10,0.00441306266548985,58,50,1,0.16666666666666666,1.6666666666666667,0.008276899924755455,0.0038461538461538464,339,74,0.019304126690556006,0.005086117211883019,6.934378976513083,4.698845980172163,4
373542,0.48561598005187123,0.5350917410364915,0.01628135735781036,0.0,1.0207077210883626,0.034023590702945423,0.19129198890472524,0.9206198357143052,6,0.2,3,0.001323918799646955,3,2,1,0.7666666666666667,0.06666666666666667,0.012791572610985704,0.0009615384615384616,6,1,0.019304126690556006,0.005086117211883019,2.2353977189019942,0.0,5
373544,11.79006132185374,11.79006132185374,0.3587388608909735,0.0,182.80611320041527,6.093537106680509,5.298563469626194,0.8507960103377181,31,1.0333333333333334,11,0.0048543689320388345,10,5,1,1.8666666666666667,0.16666666666666666,0.0346124905944319,0.0009615384615384616,56,167,0.019304126690556006,0.005086117211883019,4.49560176265414,6.087590947802098,5
373572,3.563582729346234,3.563582729346234,0.10842993722575595,0.0,7.127165458692468,0.23757218195641558,1.5430765876216779,0.8112781244591328,4,0.13333333333333333,2,0.00088261253309797,3,1,1,0.03333333333333333,0.03333333333333333,0.011286681715575621,0.021153846153846155,1908,146,0.019304126690556006,0.0017339035949601202,10.351985799085762,5.543779958404755,1
373601,2.33058003526177,2.33058003526177,0.07091308554225549,0.0,2.33058003526177,0.07768600117539233,1.1652900233721906,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,0.06666666666666667,0.03333333333333333,0.024078254326561323,0.010576923076923078,10,8,0.019304126690556006,0.0017339035949601202,3.1820058147602137,1.3761316903876233,5
373807,15.605999235226383,15.721878688636753,0.4783731566665712,0.0,103.99326833022509,3.4664422776741697,2.138242125949659,0.5174223760021559,82,2.7333333333333334,5,0.002206531332744925,54,24,1,0.06666666666666667,0.8,0.014296463506395787,0.07086614173228346,29,18,0.019304126690556006,0.00855392440180326,2.5741777222556004,2.9318471776961177,5
374142,10.66205823543887,12.025434130514945,0.3659006025442861,0.0,355.01374022574896,11.8337913408583,4.3219002694948525,0.5376687744254454,85,2.8333333333333335,11,0.0048543689320388345,56,10,1,0.2,0.3333333333333333,0.035364936042136946,0.026246719160104987,56,27,0.019304126690556006,0.00855392440180326,4.250395248287191,3.9840805596849993,5
374742,6.784841425204565,6.784841425204565,0.20644390370491147,0.0,317.7304216635153,10.59101405545051,2.484076366897492,0.6371775541859519,119,3.966666666666667,15,0.006619593998234775,62,18,1,0.06666666666666667,0.6,0.003762227238525207,0.0026246719160104987,85,9,0.0009247485839787308,0.00855392440180326,4.775165367237018,2.3541259379698984,5
374746,0.4887933833199525,0.4887933833199525,0.014872626762188437,0.0,0.977586766639905,0.0325862255546635,0.13509535438260603,0.4138168503036338,12,0.4,2,0.00088261253309797,11,1,1,0.26666666666666666,0.03333333333333333,0.007524454477050414,0.007874015748031496,46,174,0.0009247485839787308,0.00855392440180326,3.7421331244541065,6.3943139873182755,1
374753,4.458028840481467,4.458028840481467,0.1356454512317988,0.0,35.00218398841691,1.1667394662805637,1.1850248103267151,0.2762722977108882,52,1.7333333333333334,5,0.002206531332744925,47,2,1,0.4,0.06666666666666667,0.0015048908954100827,0.0026246719160104987,71,123,0.006473240087851115,0.00855392440180326,4.583930416448468,5.472295742404645,3
375126,4.608090764309064,4.421873847422028,0.13454535508542653,0.0,5.825732015960854,0.19419106719869514,1.8976766978991675,1.0,4,0.13333333333333333,4,0.00176522506619594,1,1,1,0.03333333333333333,0.03333333333333333,0.012791572610985704,0.005249343832020997,11,67,0.006473240087851115,0.00855392440180326,3.2195282822995477,5.800752483403994,5
375323,1.7060662809173566,1.7060662809173566,0.05191086437237994,0.0,1.7060662809173566,0.05686887603057855,0.853033142576627,1.0,2,0.06666666666666667,2,0.00088261253309797,1,1,1,1.2333333333333334,0.03333333333333333,0.0015048908954100827,0.0026246719160104987,9,542,0.006473240087851115,0.00855392440180326,2.9502120649147474,7.9109739649211,3
375339,13.699711046207996,13.699711046207996,0.4168442047152493,0.0,80.47202507334542,2.682400835778181,2.9665097479421587,0.8176412594529517,28,0.9333333333333333,6,0.00264783759929391,12,7,1,0.1,0.23333333333333334,0.0015048908954100827,0.0026246719160104987,82,56,0.006473240087851115,0.00855392440180326,5.199142253173891,4.284901147871954,5
375618,10.978524066525472,10.978524066525472,0.334046033381466,0.0,146.6682807594085,4.888942691980284,2.475047249691812,0.5209024446307003,69,2.3,15,0.006619593998234775,47,4,1,1.9666666666666666,0.13333333333333333,0.02633559066967645,0.010498687664041995,5,65,0.006473240087851115,0.00855392440180326,1.2346177504228633,4.379503193476807,5
375636,6.169541650006629,7.517723789103739,0.22874348105358433,0.0,104.876197050739,3.495873235024633,2.7335162945602614,0.8885444833906412,45,1.5,12,0.00529567519858782,9,8,1,0.03333333333333333,0.26666666666666666,0.012791572610985704,0.0026246719160104987,11,46,0.004161368627904289,0.00855392440180326,2.8483739120143685,3.8395741136868233,5
375664,20.55697732887089,20.55697732887089,0.6254917959291165,0.0,21.576964299418233,0.7192321433139411,9.610867364639102,1.0,3,0.1,3,0.001323918799646955,1,1,1,0.06666666666666667,0.03333333333333333,0.002257336343115124,0.010498687664041995,18,194,0.004161368627904289,0.0004623742919893654,2.8336442495618335,7.256902570913858,5
375672,11.793144318544568,11.793144318544568,0.35883266792817253,0.0,25.510572087554195,0.8503524029184731,2.5169801673227408,0.6506203927407309,21,0.7,4,0.00176522506619594,14,5,1,0.3333333333333333,0.16666666666666666,0.012791572610985704,0.005249343832020997,23,85,0.004161368627904289,0.0011559357299734134,3.319413217120411,5.652979967859925,5
375673,8.176314563347155,8.523181945821024,0.25933678366395485,0.0,243.20372529667594,8.106790843222532,2.2330917650061424,0.5838617498861556,94,3.1333333333333333,16,0.00706090026478376,53,16,1,1.7333333333333334,0.5333333333333333,0.003762227238525207,0.04461942257217848,59,20,0.004161368627904289,0.005432897930875044,4.662065296724643,3.4363008382037092,5
375681,9.803911255790705,7.761363048902177,0.23615674788421598,0.0,238.86733086632518,7.962244362210839,1.9132727939094947,0.6285141784989515,121,4.033333333333333,18,0.00794351279788173,46,37,1,1.3,1.2333333333333334,0.0030097817908201654,0.0026246719160104987,56,20,0.004161368627904289,0.005432897930875044,4.284901147871954,2.965679973818436,5
